text,intent
"Experiencing dizziness, nausea, and sore throat",symptom_check
Can I take amoxicillin with paracetamol?,medication_info
Feeling cough and fever,symptom_check
"Severe headache, what to do?",emergency_help
My friend has a nausea,symptom_check
What should a anemia patient eat?,diet_advice
"Need immediate help, I'm fainting",emergency_help
My friend has a fever,symptom_check
What foods to avoid if I have obesity?,diet_advice
Is it safe to use ibuprofen every day?,medication_info
My friend has a sore throat,symptom_check
I have a nausea and cough,symptom_check
My sibling has a chills,symptom_check
Schedule a visit to the dentist,appointment_booking
"Need immediate help, I'm difficulty breathing",emergency_help
What foods to avoid if I have obesity?,diet_advice
Can you book me a dentist appointment?,appointment_booking
What foods to avoid if I have hypertension?,diet_advice
"Experiencing sore throat, sore throat, and dizziness",symptom_check
I'm having a difficulty breathing,emergency_help
What should a obesity patient eat?,diet_advice
What should a diabetes patient eat?,diet_advice
What foods to avoid if I have anemia?,diet_advice
Can aspirin be taken on an empty stomach?,medication_info
Need to see a cardiologist soon,appointment_booking
What foods to avoid if I have diabetes?,diet_advice
Can paracetamol be taken on an empty stomach?,medication_info
Suffering from dizziness lately,symptom_check
Suffering from sore throat lately,symptom_check
Suffering from headache lately,symptom_check
I have a sore throat and sore throat,symptom_check
Is it safe to use amoxicillin every day?,medication_info
What's the dose for paracetamol?,medication_info
Can you book me a cardiologist appointment?,appointment_booking
"Experiencing dizziness, nausea, and nausea",symptom_check
I'm having a seizure,emergency_help
I want to meet a neurologist this week,appointment_booking
My sibling has a headache,symptom_check
Can you book me a cardiologist appointment?,appointment_booking
"Experiencing nausea, fever, and headache",symptom_check
What foods to avoid if I have hypertension?,diet_advice
What should I take for fever?,medication_info
Schedule a visit to the dentist,appointment_booking
"Need immediate help, I'm difficulty breathing",emergency_help
Can you book me a dermatologist appointment?,appointment_booking
What foods to avoid if I have obesity?,diet_advice
Can amoxicillin be taken on an empty stomach?,medication_info
Can cetirizine be taken on an empty stomach?,medication_info
Can paracetamol be taken on an empty stomach?,medication_info
Feeling fever and cough,symptom_check
I have a cough and dizziness,symptom_check
What's the dose for cetirizine?,medication_info
Suggest foods for hypertension,diet_advice
I'm having a seizure,emergency_help
Give me a healthy diet for pregnancy,diet_advice
Can amoxicillin be taken on an empty stomach?,medication_info
Schedule a visit to the dentist,appointment_booking
"Severe nausea, what to do?",emergency_help
Book an appointment with a dermatologist,appointment_booking
Feeling fever and cough,symptom_check
I'm having a chest pain,emergency_help
"Need immediate help, I'm fainting",emergency_help
Schedule a visit to the general physician,appointment_booking
What should a hypertension patient eat?,diet_advice
My sibling has a chills,symptom_check
Emergency! My sibling is fainting,emergency_help
Book an appointment with a neurologist,appointment_booking
I want to meet a neurologist this week,appointment_booking
I want to meet a dermatologist this week,appointment_booking
My sibling has a sore throat,symptom_check
"Need immediate help, I'm unconscious",emergency_help
Is spinach good for anemia?,diet_advice
Suggest foods for diabetes,diet_advice
"Need immediate help, I'm unconscious",emergency_help
Schedule a visit to the cardiologist,appointment_booking
Can cetirizine be taken on an empty stomach?,medication_info
Emergency! My sibling is difficulty breathing,emergency_help
What's the dose for aspirin?,medication_info
Book an appointment with a neurologist,appointment_booking
Schedule a visit to the neurologist,appointment_booking
"Severe cough, what to do?",emergency_help
Emergency! My child is chest pain,emergency_help
What foods to avoid if I have pregnancy?,diet_advice
My father has a headache,symptom_check
What foods to avoid if I have diabetes?,diet_advice
I want to meet a dentist this week,appointment_booking
"Experiencing nausea, cough, and cough",symptom_check
Can I take ibuprofen with ibuprofen?,medication_info
Need to see a cardiologist soon,appointment_booking
I want to meet a neurologist this week,appointment_booking
Schedule a visit to the dermatologist,appointment_booking
I have a cough and headache,symptom_check
My mother has a cough,symptom_check
Give me a healthy diet for obesity,diet_advice
"Need immediate help, I'm fainting",emergency_help
Need to see a dermatologist soon,appointment_booking
Need to see a neurologist soon,appointment_booking
I have a fever and fever,symptom_check
What should I take for headache?,medication_info
I'm having a fainting,emergency_help
Suffering from fever lately,symptom_check
Can you book me a neurologist appointment?,appointment_booking
Is it safe to use aspirin every day?,medication_info
Emergency! My mother is chest pain,emergency_help
Book an appointment with a dentist,appointment_booking
What's the dose for aspirin?,medication_info
Emergency! My father is unconscious,emergency_help
"Severe cough, what to do?",emergency_help
What's the dose for amoxicillin?,medication_info
Suggest foods for pregnancy,diet_advice
Give me a healthy diet for pregnancy,diet_advice
Book an appointment with a cardiologist,appointment_booking
Can I take amoxicillin with amoxicillin?,medication_info
Suffering from headache lately,symptom_check
I want to meet a dermatologist this week,appointment_booking
Suggest foods for pregnancy,diet_advice
What foods to avoid if I have pregnancy?,diet_advice
I'm having a fainting,emergency_help
What should a hypertension patient eat?,diet_advice
"Experiencing fever, headache, and nausea",symptom_check
"Can't breathe properly, urgent help",emergency_help
Can you book me a cardiologist appointment?,appointment_booking
Suggest foods for diabetes,diet_advice
"Severe chills, what to do?",emergency_help
Book an appointment with a cardiologist,appointment_booking
"Severe cough, what to do?",emergency_help
My father has a nausea,symptom_check
Can I take paracetamol with ibuprofen?,medication_info
Book an appointment with a neurologist,appointment_booking
Suffering from headache lately,symptom_check
"Experiencing nausea, sore throat, and dizziness",symptom_check
Is it safe to use aspirin every day?,medication_info
Is sugar good for hypertension?,diet_advice
I have a cough and dizziness,symptom_check
Suffering from headache lately,symptom_check
I'm having a seizure,emergency_help
What's the dose for amoxicillin?,medication_info
Feeling chills and nausea,symptom_check
Emergency! My sibling is seizure,emergency_help
Can I take amoxicillin with paracetamol?,medication_info
Can you book me a dermatologist appointment?,appointment_booking
"Can't breathe properly, urgent help",emergency_help
Feeling dizziness and fever,symptom_check
Need to see a dentist soon,appointment_booking
Suggest foods for anemia,diet_advice
Emergency! My father is chest pain,emergency_help
Can I take cetirizine with amoxicillin?,medication_info
I want to meet a neurologist this week,appointment_booking
"Experiencing sore throat, sore throat, and headache",symptom_check
"Can't breathe properly, urgent help",emergency_help
Need to see a dentist soon,appointment_booking
Can paracetamol be taken on an empty stomach?,medication_info
"Experiencing fever, fever, and sore throat",symptom_check
I'm having a fainting,emergency_help
Can I take amoxicillin with paracetamol?,medication_info
Can ibuprofen be taken on an empty stomach?,medication_info
What foods to avoid if I have anemia?,diet_advice
"Severe dizziness, what to do?",emergency_help
Can you book me a neurologist appointment?,appointment_booking
Can you book me a general physician appointment?,appointment_booking
"Severe headache, what to do?",emergency_help
I have a nausea and sore throat,symptom_check
I have a sore throat and sore throat,symptom_check
"Severe cough, what to do?",emergency_help
Need to see a general physician soon,appointment_booking
Is it safe to use cetirizine every day?,medication_info
What should I take for sore throat?,medication_info
Can you book me a neurologist appointment?,appointment_booking
Book an appointment with a general physician,appointment_booking
Schedule a visit to the cardiologist,appointment_booking
My sibling has a chills,symptom_check
What should I take for sore throat?,medication_info
"Experiencing nausea, nausea, and nausea",symptom_check
Suffering from chills lately,symptom_check
Feeling cough and chills,symptom_check
